cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal
analista de dados pleno,Mercado Livre,9.109,São Paulo,Híbrido,Pleno,4 anos de experiência,CLT,141.918,"Inclui bônus, PLR, stock options e comissões",121.423,20.495,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,11.826
Analista de Dados,Grupo Recovery,5.000,"São Paulo, São Paulo",Híbrido,Júnior,1.9 anos de experiência,CLT,76.650,"Inclui bônus, PLR, stock options e comissões",66.650,10.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,6.388
Analista de Dados,dti digital,4.000,"Belo Horizonte, Minas Gerais",Remoto,Pleno,3.4 anos de experiência,CLT,53.320,"Inclui bônus, PLR, stock options e comissões",53.320,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Licença maternidade estendida,4.443
Analista de Dados,Extreme Digital Solutions,6.000,"Rio de Janeiro, Rio de Janeiro",Híbrido,Júnior,2 anos de experiência,CLT,79.980,"Inclui bônus, PLR, stock options e comissões",79.980,Não informado,Funcionário em março de 2025,Não informado,Não informado,6.665
Analista de Dados,RINA,5.800,"Rio de Janeiro, Rio de Janeiro",Híbrido,Sênior,11 anos de experiência,CLT,77.314,"Inclui bônus, PLR, stock options e comissões",77.314,Não informado,Funcionário em março de 2025,BI,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida,6.443
Analista de Dados,Ável Investimentos,3.000,Rio Grande do Sul,Presencial,Júnior,1 ano de experiência,CLT,63.990,"Inclui bônus, PLR, stock options e comissões",39.990,24.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição,5.333
Analista de Dados Sênior,Natura,9.000,"São Paulo, São Paulo",Híbrido,Sênior,5 anos de experiência,CLT,134.970,"Inclui bônus, PLR, stock options e comissões",119.970,15.000,Funcionário em março de 2025,Produtos Digitais,Vale Refeição | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,11.248
Analista de Dados Sênior,LinkedIn,10.000,"São Paulo, São Paulo",Remoto,Sênior,5 anos de experiência,CLT,133.300,"Inclui bônus, PLR, stock options e comissões",133.300,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Day off no aniversário,11.108
Analista de Dados Sênior,idwall,15.500,"São Paulo, São Paulo",Remoto,Sênior,7 anos de experiência,CLT,206.615,"Inclui bônus, PLR, stock options e comissões",206.615,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação,17.218
Analista de Dados,ConectCar,7.200,"São Paulo, São Paulo",Remoto,Pleno,4 anos de experiência,CLT,112.976,"Inclui bônus, PLR, stock options e comissões",95.976,17.000,Funcionário em março de 2025,Banco de Dados,Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,9.415
Analista de Dados Sênior,Compass UOL,10.983,Minas Gerais,Remoto,Sênior,5 anos de experiência,CLT,148.403,"Inclui bônus, PLR, stock options e comissões",146.403,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,12.367
Analista de Dados,Vale,7.400,Minas Gerais,Híbrido,Pleno,6 anos de experiência,CLT,135.642,"Inclui bônus, PLR, stock options e comissões",98.642,37.000,Funcionário em março de 2025,Análise Financeira,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,11.304
Analista de dados,Magnus,3.500,"Guarulhos, São Paulo",Presencial,Júnior,1.5 anos de experiência,CLT,48.655,"Inclui bônus, PLR, stock options e comissões",46.655,2.000,Funcionário em março de 2025,Não informado,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Day off no aniversário,4.055
Analista de Dados,Clicksign,8.600,Paraná,Remoto,Pleno,3 anos de experiência,CLT,114.638,"Inclui bônus, PLR, stock options e comissões",114.638,Não informado,Funcionário em março de 2025,Não informado,Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Gympass ou subsídio para academia | Day off no aniversário,9.553
Analista de Dados Industriais 2,RADIX ENGENHARIA E SOFTWARE,6.000,"Miguel Calmon, Bahia",Remoto,Júnior,3 anos de experiência,CLT,79.980,"Inclui bônus, PLR, stock options e comissões",79.980,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Celular Corporativo | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,6.665
Analista de dados e BI,TIM Brasil,4.185,"Santo André, São Paulo",Híbrido,Pleno,4 anos de experiência,CLT,63.786,"Inclui bônus, PLR, stock options e comissões",55.786,8.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,5.316
Analista de Dados,Banco Bradesco,8.500,"São Paulo, São Paulo",Híbrido,Júnior,3 anos de experiência,CLT,128.305,"Inclui bônus, PLR, stock options e comissões",113.305,15.000,Funcionário em março de 2025,Engenharia de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Licença maternidade estendida,10.692
Analista de dados,Bunge,6.500,Paraná,Remoto,Pleno,4 anos de experiência,CLT,101.645,"Inclui bônus, PLR, stock options e comissões",86.645,15.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Celular Corporativo | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia,8.470
Analista de Dados,C6 Bank,8.700,"são paulo, São Paulo",Presencial,Sênior,6 anos de experiência,CLT,160.971,"Inclui bônus, PLR, stock options e comissões",115.971,45.000,Funcionário em março de 2025,Fraudes,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,13.414
Analista de Dados,Bayer Crop Science,2.800,"Uberlândia, Minas Gerais",Híbrido,Estagiário,0 anos de experiência,CLT,37.324,"Inclui bônus, PLR, stock options e comissões",37.324,Não informado,Funcionário em março de 2025,Não informado,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,3.110
Analista de Dados,EMS S/A,3.900,"Hortolândia, São Paulo",Híbrido,Júnior,4 anos de experiência,CLT,51.987,"Inclui bônus, PLR, stock options e comissões",51.987,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida,4.332
analista de dados pleno,Montreal informatica,7.000,"Fortaleza, Ceará",Remoto,Pleno,3 anos de experiência,CLT,93.310,"Inclui bônus, PLR, stock options e comissões",93.310,Não informado,Funcionário em março de 2025,Não informado,Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível,7.776
Analista de Dados Sênior,DASA,8.200,"São Paulo, São Paulo",Híbrido,Sênior,5 anos de experiência,CLT,109.306,"Inclui bônus, PLR, stock options e comissões",109.306,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Horário Flexível | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,9.109
Analista de Dados Imobiliários I,CBRE,3.207,Paraná,Híbrido,Júnior,1 ano de experiência,CLT,45.955,"Inclui bônus, PLR, stock options e comissões",42.748,3.207,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Day off no aniversário,3.830
Analista de Dados,Banco Hyundai Capital Brasil,6.400,"São Paulo, São Paulo",Híbrido,Júnior,3 anos de experiência,CLT,112.044,"Inclui bônus, PLR, stock options e comissões",85.312,23.000,Funcionário em março de 2025,Não informado,Plano de saúde | Vale-alimentação | Vale-refeição | PLR | Seguro de vida | Horário flexível | Home office | Gympass,9.337
analista de dados pleno,tecla t,6.500,"Fortaleza, Ceará",Híbrido,Pleno,3 anos de experiência,CLT,86.645,"Inclui bônus, PLR, stock options e comissões",86.645,Não informado,Funcionário em março de 2025,Outra,Vale Alimentação | Gympass ou subsídio para academia | Apoio psicológico,7.220
Analista de dados e BI,Realize CFI,9.500,"Porto Alegre, Rio Grande do Sul",Híbrido,Sênior,10 anos de experiência,CLT,137.468,"Inclui bônus, PLR, stock options e comissões",126.635,9.500,Funcionário em março de 2025,Crédito,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR),11.456
Analista de Dados,Banco Santander,4.300,São Paulo,Híbrido,Júnior,1 ano de experiência,CLT,67.319,"Inclui bônus, PLR, stock options e comissões",57.319,10.000,Funcionário em março de 2025,Analista de dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,5.610
Analista de Dados,SulAmérica,4.600,"São Paulo, São Paulo",Híbrido,Júnior,3 anos de experiência,CLT,65.918,"Inclui bônus, PLR, stock options e comissões",61.318,4.600,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia,5.493
Analista de dados e BI,Idea Maker,8.000,"São Paulo , São Paulo",Híbrido,Pleno,5 anos de experiência,CLT,106.640,"Inclui bônus, PLR, stock options e comissões",106.640,Não informado,Funcionário em março de 2025,Dados,Vale Refeição | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,8.887
Analista de Dados,Bayer Crop Science,5.953,"Porto Nacional, Tocantins",Presencial,Pleno,5 anos de experiência,CLT,79.347,"Inclui bônus, PLR, stock options e comissões",79.347,Não informado,Saiu da empresa em 2025 (ex-funcionário),Não informado,Plano de Saúde | Plano Odontológico | Café Grátis | Seguro de vida,6.612
Analista de Dados Sênior,Super Interop,12.000,"Porto Alegre, Rio Grande do Sul",Remoto,Sênior,8 anos de experiência,CLT,159.960,"Inclui bônus, PLR, stock options e comissões",159.960,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida,13.330
Analista de Dados,Perseus TI,6.500,"Londrina, Paraná",Remoto,Pleno,2.5 anos de experiência,CLT,93.145,"Inclui bônus, PLR, stock options e comissões",86.645,6.500,Saiu da empresa em 2025 (ex-funcionário),Banco de Dados,Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Apoio psicológico,7.762
